distributor_code,distributor_name,account_profile_class,report_month,commission_owed,amount_paid,amount_unpaid,payment_rate,payment_status,payment_channel,payment_date,exception_flag,data_source
341061,Shizaye Multilinks Ltd,PENTAGON FRANCHISE,202603,11720.899999999998,10548.81,1172.09,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
412111,Cleek Technologies Services Ltd,PENTAGON FRANCHISE,202603,11564.65,10408.18,1156.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19510,Iyke Wireless Solutions Ltd,DATA PARTNERS,202603,11302.31,10172.08,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
282053,Nastech and Associates Ltd,ENTERPRISE BUSINESS,202603,11302.31,10172.08,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19429,I. I. Brothers Connect Ltd,DATA PARTNERS,202603,11302.289999999999,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
206056,Betawa Global Resources Ltd,CONNECT STORES,202603,11302.289999999999,6781.37,4520.92,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19391,Sonnakom Ltd,DATA PARTNERS,202603,11302.289999999999,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19918,Grand Towers Communications Ltd,CONNECT STORES,202603,11302.289999999999,10172.06,1130.23,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19482,Multitelco Service Providers Ltd,DATA PARTNERS,202603,11302.289999999997,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337060,Glory Standard Agency Ltd,PENTAGON FRANCHISE,202603,11302.289999999997,10172.06,1130.23,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358059,Celta Management Ltd,PENTAGON FRANCHISE,202603,11146.039999999999,10031.44,1114.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350062,V-Lite Solutions Ltd,PENTAGON FRANCHISE,202603,10883.7,9795.33,1088.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349080,Bankai Global Concept Ltd,PENTAGON FRANCHISE,202603,10883.7,9795.33,1088.37,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
410086,S and S Mobile Communication Ltd,PENTAGON FRANCHISE,202603,10727.43,9654.69,1072.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19763,Macsworth Global Services Nigeria Ltd,DATA PARTNERS,202603,10465.11,9418.6,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328065,Focus Tech and Telecoms Company Ltd,PENTAGON FRANCHISE,202603,10465.09,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19362,Mobile City International Ltd,DATA PARTNERS,202603,10465.09,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319063,Badali Communications Ltd,PENTAGON FRANCHISE,202603,10465.089999999998,9418.58,1046.51,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19741,Tshabron Ltd,CONNECT STORES,202603,10465.089999999998,9418.58,1046.51,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19982,Kakudi Facility Services Ltd,DATA PARTNERS,202603,10046.52,9041.87,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365081,Fredlink Telecommunications Ltd,PENTAGON FRANCHISE,202603,10046.5,9041.85,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19544,Todays Services Ltd,DATA PARTNERS,202603,10046.5,4018.6,6027.9,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
327083,Seventy 80 Communication Ltd,PENTAGON FRANCHISE,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
332061,Real Grace Integrated  Communications,PENTAGON FRANCHISE,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413177,1124 Trove Ltd,ENTERPRISE BUSINESS,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19454,Jem-Jem Ventures Nigeria Ltd,DATA PARTNERS,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413175,Sixbel Technology Ltd,PENTAGON FRANCHISE,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
437144,C and C Communication Services Ltd,PENTAGON FRANCHISE,202603,10046.48,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19416,Takof Classic Ventures,DATA PARTNERS,202603,10046.479999999998,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
159043,Ozb Communications Ltd,CONNECT HUB,202603,10046.479999999998,9041.83,1004.65,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19949,Emedi General Services Nig Ltd,DATA PARTNERS,202603,10046.479999999998,9041.83,1004.65,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345064,El-Ruson Network Services Ltd,PENTAGON FRANCHISE,202603,9890.23,8901.21,989.02,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357068,Don Macsylvia Corporate Services Ltd,PENTAGON FRANCHISE,202603,9627.91,8665.12,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19678,Lookman Communications Ltd,DATA PARTNERS,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19481,Samdee Resourceful Ventures Ltd,DATA PARTNERS,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19322,Golden Rule Communications Ltd,DEALER,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
430144,Nafiuson Global Resources Ltd,PENTAGON FRANCHISE,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19662,Kaima Communication Ltd,DATA PARTNERS,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
329072,MDS Global Links Nig Ltd,PENTAGON FRANCHISE,202603,9627.89,8665.1,962.79,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322064,Emmanuelsmith Communications Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,5682.97,3788.65,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
350067,BBG Global Telecommunications Company Ltd,ENTERPRISE BUSINESS,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
409090,O.C. Godsown Communication Services Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337075,Flambards Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400091,Tostakem International Nigeria Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368078,C. Eze Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
313062,Shalom P Global Services Ltd,ENTERPRISE BUSINESS,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
342069,Austinbtc Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
372071,Prince C. More Sam Communications Ltd,PENTAGON FRANCHISE,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
113047,Himaj Logistics Ltd,CONNECT HUB,202603,9471.619999999999,8524.46,947.16,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19475,Zeph Associates Nigeria Ltd,DEALER,202603,9209.3,8288.37,920.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
132031,Premium First Yisab Nigeria Ltd,CONNECT HUB,202603,9209.279999999999,8288.35,920.93,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
349069,Bizzy Concept Ltd,PENTAGON FRANCHISE,202603,9209.279999999999,8288.35,920.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19656,MUSAIMA VENTURES LIMITED,DATA PARTNERS,202603,9209.279999999999,8288.35,920.93,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19567,Mannequinn Communications Ltd,DATA PARTNERS,202603,8790.69,7911.62,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19397,Spot Net Technologies Ltd,DATA PARTNERS,202603,8790.689999999999,7911.62,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
353065,Gpower Telecommunication and Technology Ltd,PENTAGON FRANCHISE,202603,8790.689999999999,7911.62,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
295076,Mubasnet Datacom Ltd,PENTAGON FRANCHISE,202603,8790.67,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344064,IK Don Global Communications Nig. Ltd,PENTAGON FRANCHISE,202603,8790.67,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19350,Manequin Telecom Cctv And Office Equip Ltd,CONNECT STORES,202603,8790.67,7911.6,879.07,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
342072,Bosstech-M Information Technology Ltd,PENTAGON FRANCHISE,202603,8790.67,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
319061,Jaiz Communications Nigeria Ltd,PENTAGON FRANCHISE,202603,8790.669999999998,7911.6,879.07,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
418142,Arconhills Communication Ltd,PENTAGON FRANCHISE,202603,8372.1,7534.89,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
405096,Adamtech Telecoms Ltd,PENTAGON FRANCHISE,202603,8372.1,7534.89,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19681,Mabi Premium Services Ltd,CONNECT STORES,202603,8372.1,5023.26,3348.84,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
366070,Miebest Industries Ltd,PENTAGON FRANCHISE,202603,8372.1,7534.89,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19515,Qroosh Global Concept Nigeria Ltd,DATA PARTNERS,202603,8372.079999999998,7534.87,837.21,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360065,Awareness Investment Ltd,PENTAGON FRANCHISE,202603,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365128,Maiburgami Company Nigeria Ltd,PENTAGON FRANCHISE,202603,8215.81,4929.49,3286.32,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
452147,Uchmanody Nig Ltd,PENTAGON FRANCHISE,202603,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296061,Mofet Multiglobal Resources Ltd,PENTAGON FRANCHISE,202603,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
281059,Kanka Multi-Services Ltd,PENTAGON FRANCHISE,202603,8215.81,7394.23,821.58,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360063,Demmy Global Resources Ltd,PENTAGON FRANCHISE,202603,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
355060,Abdul Communication Akwanga,PENTAGON FRANCHISE,202603,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413181,UB Smart Connect Ltd,ENTERPRISE BUSINESS,202603,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
281062,Yahajja Family Nig Ltd,PENTAGON FRANCHISE,202603,7953.469999999999,7158.12,795.35,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
361069,Precious Nigeria Ltd,PENTAGON FRANCHISE,202603,7534.88,6781.39,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337071,Consumer Links Ltd,PENTAGON FRANCHISE,202603,7534.879999999999,6781.39,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
357067,Opech De-Great Ltd,PENTAGON FRANCHISE,202603,7534.86,4520.92,3013.94,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19755,Maiburgami Company Nigeria Ltd,DEALER,202603,7534.86,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350072,Easy and Fast Communication and Services Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345069,Omole O.R Global Integrated Services Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345063,Isaac Chuks E Bizcom Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
345062,A.M Ismail Global Services Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
338060,Duniya Communcation Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19625,Pnn Connect Lite Ltd,CONNECT STORES,202603,7534.859999999999,4520.92,3013.94,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
357058,Salees Mega Communication Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296060,Jocose Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,4520.92,3013.94,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
126032,Eficaz Communications Ltd,CONNECT HUB,202603,7534.859999999999,4520.92,3013.94,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
328066,Abokin Kowa World Communication Ltd,PENTAGON FRANCHISE,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413182,Marrifiu Investment Ltd,ENTERPRISE BUSINESS,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19578,Maryabik Global Services Ltd,CONNECT STORES,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
19832,Galaphone Nigeria Ltd,DEALER,202603,7534.859999999999,6781.37,753.49,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19742,Tshabron Ltd,CONNECT STORES,202603,7116.27,6404.64,711.63,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
20031,Point Technologies Ltd,DATA PARTNERS,202603,7116.27,6404.64,711.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19751,E.N.A Prospects Nigeria Ltd,DATA PARTNERS,202603,7116.269999999999,6404.64,711.63,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
329063,GT Tech Communication Ltd,PENTAGON FRANCHISE,202603,6697.68,6027.91,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19514,Jons Ndy Ltd,DEALER,202603,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
391082,Diamond Cape Global Ltd,PENTAGON FRANCHISE,202603,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
317058,Osas and Bright Nigeria Ltd,PENTAGON FRANCHISE,202603,6697.66,6027.89,669.77,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
391086,Esteem Eagle Flourishing Fortunes Services Ltd,ENTERPRISE BUSINESS,202603,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
365122,A. B. Y Communication Ltd,PENTAGON FRANCHISE,202603,6279.07,2511.63,3767.44,0.4,DISPUTED,BANK_TRANSFER,,CONFIRMED_MISMATCH,SIMULATED
129044,Badali Communications Ltd,ENTERPRISE BUSINESS,202603,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368077,Osinana Ventures Ltd,PENTAGON FRANCHISE,202603,6279.07,5651.16,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
372073,Latcom Global Resources Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400086,Stephprisca Solutions Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
341071,Racu International Resources Nigeria Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,3767.43,2511.62,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
455155,Betawa Global Resources Ltd,CONNECT HUB,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
61028,Kurna Rahama International Communication Ltd,DATA PARTNERS,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19783,Alennsar Infinity Company Nig Ltd,DEALER,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349089,Gladsam Ventures Nigeria Ltd,ENTERPRISE BUSINESS,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19471,Yisab Nigeria Ltd,DEALER,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
176057,Gazzaz Communication Ltd,DEALER,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
360064,Eggieprince-D Connections Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358071,Gitech Global Ventures Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19666,Kelvic Systems Ltd,DATA PARTNERS,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
435144,Water Falls Communications Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19833,Geetee Royal Services Ltd,CONNECT STORES,202603,6279.049999999999,3767.43,2511.62,0.6,PARTIALLY_PAID,MTN_INTERNAL_SETTLEMENT,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
19527,Royal Red Roses International Nigeria Ltd,CONNECT STORES,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
328067,Gazzalli Global Concept  Ltd,PENTAGON FRANCHISE,202603,6279.049999999999,5651.14,627.91,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19776,Airtime Networks Ltd,DEALER,202603,5860.46,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
373074,Oplad Ventures Ltd,PENTAGON FRANCHISE,202603,5860.46,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
369074,Canticle Star Ventures Ltd,PENTAGON FRANCHISE,202603,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368079,Pasdavis Integrated Ventures Ltd,PENTAGON FRANCHISE,202603,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19660,Kadick Integrated Ltd,DEALER,202603,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19658,Image Imagination Ltd,DATA PARTNERS,202603,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
405095,Dekross Telecom Global Ltd,PENTAGON FRANCHISE,202603,5860.459999999999,5274.41,586.05,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
45024,Beli Technology Ltd,DATA PARTNERS,202603,5441.85,3265.11,2176.74,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
294087,Cockpit Global Resources,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19697,Chummy Computers Ltd,DATA PARTNERS,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368083,Bosaso Nig Ltd,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
322066,Kamas Dynamic Synergy Ltd,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
423159,Muneso Business Hub Ltd,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
314064,Princess Excellent Communication Biz,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
385084,Vinegeneration Integrated Concept Ltd,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
400088,DBC 360 Communications Ltd,PENTAGON FRANCHISE,202603,5441.85,4897.67,544.18,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
361067,Ground Level and More Ltd,PENTAGON FRANCHISE,202603,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
416150,Sright Connect Communication Ltd,PENTAGON FRANCHISE,202603,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
296074,Ground Level and More Ltd,ENTERPRISE BUSINESS,202603,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
350066,Simworld Telecoms Ltd,ENTERPRISE BUSINESS,202603,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
379080,Pius Key Communication Nigeria Ltd,PENTAGON FRANCHISE,202603,5023.26,4520.93,502.33,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
65035,Maryabik Global Services Ltd,CONNECT HUB,202603,5023.24,4520.92,502.32,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
389081,Rashfold Global Royal 63 Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294132,Obinno Communications Solutions Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
342075,Morgan Wilstan Global Resources Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
339065,A.Abbas Communication Services,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19407,Stratford Communications Ltd,DEALER,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
19412,Sudha Nigeria Ltd,DEALER,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
411126,Saheed Oyebanji Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
390078,Peapray International Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
368075,Brendan- Rehoboth Global Ventures,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
382120,Okito Mobile Telecommunications Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
299073,Baars Twinsstore Ventures Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
176051,Metebur General Merchant Ltd,ENTERPRISE BUSINESS,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294131,Simplistic Communication Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
344059,Nashuka Comms and Phone Mobile Accessories Ltd,PENTAGON FRANCHISE,202603,5023.24,4520.92,502.32,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
413171,Assotel Connect Ltd,CONNECT HUB,202603,5023.24,4520.92,502.32,0.9,PENDING,MTN_INTERNAL_SETTLEMENT,,,SIMULATED
379076,Marshal Uche Communication Ltd,PENTAGON FRANCHISE,202603,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337072,Optimal Device Technology Ltd,PENTAGON FRANCHISE,202603,4604.65,4144.18,460.47,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
280063,Lathoma Global Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
337074,Maidaji Investment Nigeria Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
311076,Vivat Concepts Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
358061,Ifeazy Communication Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
364081,Don-Tee Network Ltd,ENTERPRISE BUSINESS,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
406085,Divinestar Communication Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
294093,Magnat Et Victoria Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
333072,Rabela Communication and General Enterprises Nig Ltd,PENTAGON FRANCHISE,202603,4186.04,3767.44,418.6,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
377072,Great O.B.Y Networking Nigeria Ltd,PENTAGON FRANCHISE,202603,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
328064,Anis Communication Unique Interbiz Ltd,PENTAGON FRANCHISE,202603,3767.43,2260.46,1506.97,0.6,PARTIALLY_PAID,BANK_TRANSFER,2026-04-30,HIGH_UNQUALIFIED_RATE,SIMULATED
339066,Karamchi Communications Ltd,PENTAGON FRANCHISE,202603,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
280065,Salafiyya International Company,PENTAGON FRANCHISE,202603,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
351064,Abims Innovative Systems Ltd,PENTAGON FRANCHISE,202603,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
349081,JQ Services Ltd,PENTAGON FRANCHISE,202603,3767.43,3390.69,376.74,0.9,PENDING,BANK_TRANSFER,,,SIMULATED
